Reportin+A5+A1:J1+A1:L2,Project Status,Donor,Programme Organization,Programme Organization Type,Implementing agency Name ,Implementing agency Acronym,Implementing agencyType,Region,Zone,Woreda,Kebele/IDP site name,HNO Woreda Pcode,Response Plan,Sector,ClusterActivities
February,On-going,EHF,SCI,International NGO,Save the Children - International,SCI,International NGO,Afar,Awsi /Zone 1,Adar,,ET020109,,Health,1.1.6. Support Ambulance services and emergency Patient referral systems for population affected by humanitarian crisis and health emergencies
February,On-going,EHF,SCI,International NGO,Save the Children - International,SCI,International NGO,Afar,Awsi /Zone 1,Adar,,ET020109,,Health,1.1.7. Risk Communication and Community engagement for Social and behavioral change communication (SBCC) 
February,On-going,EHF,SCI,International NGO,Save the Children - International,SCI,International NGO,Afar,Awsi /Zone 1,Adar,,ET020109,,Health,"1.2.1. Strengthen Early warning system and emergency preparedness - Disease Surveillance, Alert investigation and Verification, Outbreak Control and Response including Case management, Procurement and distribution of lab and medical supplies for managing outbreaks including Cholera kits "
February,On-going,EHF,SCI,International NGO,Save the Children - International,SCI,International NGO,Afar,Awsi /Zone 1,Adar,,ET020109,,Health,"1.2.5. Train health workers on outbreak control, Management and Response"
February,On-going,EHF,SCI,International NGO,Save the Children - International,SCI,International NGO,Afar,Awsi /Zone 1,Elidar,,ET020102,,Health,"1.1.1. Procurement, prepositioning and distribution of Emergency health and RH kits to health facilities and MNHTs in areas affected by humanitarian crisis and health emergencies"
February,On-going,EHF,SCI,International NGO,Save the Children - International,SCI,International NGO,Afar,Awsi /Zone 1,Elidar,,ET020102,,Health,1.1.2 Provide Mobile Nutrition and Health Outreach services (MHNT) and PHC services to vulnerable population affected by humanitarian crisis and health emergencies
February,On-going,EHF,SCI,International NGO,Save the Children - International,SCI,International NGO,Afar,Awsi /Zone 1,Elidar,,ET020102,,Health,"1.1.3. Provide Emergency Obstetric Care, RH and MISP services integrated into emergency health service for vulnerable population including IDPs, Refugees and Migrant population"
February,On-going,EHF,SCI,International NGO,Save the Children - International,SCI,International NGO,Afar,Awsi /Zone 1,Elidar,,ET020102,,Health,"1.1.5. Conduct Vaccination campaigns for Childhood illnesses and disease of outbreak potential for vulnerable population including IDPS, Refuges and Migrant population"
February,On-going,EHF,SCI,International NGO,Save the Children - International,SCI,International NGO,Afar,Awsi /Zone 1,Elidar,,ET020102,,Health,1.1.6. Support Ambulance services and emergency Patient referral systems for population affected by humanitarian crisis and health emergencies
February,On-going,EHF,SCI,International NGO,Save the Children - International,SCI,International NGO,Afar,Awsi /Zone 1,Elidar,,ET020102,,Health,1.1.7. Risk Communication and Community engagement for Social and behavioral change communication (SBCC) 
February,On-going,EHF,SCI,International NGO,Save the Children - International,SCI,International NGO,Afar,Awsi /Zone 1,Elidar,,ET020102,,Health,"1.2.1. Strengthen Early warning system and emergency preparedness - Disease Surveillance, Alert investigation and Verification, Outbreak Control and Response including Case management, Procurement and distribution of lab and medical supplies for managing outbreaks including Cholera kits "
February,On-going,EHF,SCI,International NGO,Save the Children - International,SCI,International NGO,Afar,Awsi /Zone 1,Elidar,,ET020102,,Health,"1.2.5. Train health workers on outbreak control, Management and Response"
February,On-going,EHF,SCI,International NGO,Save the Children - International,SCI,International NGO,Afar,Awsi /Zone 1,Adar,,ET020109,,Health,"1.1.1. Procurement, prepositioning and distribution of Emergency health and RH kits to health facilities and MNHTs in areas affected by humanitarian crisis and health emergencies"
February,On-going,EHF,SCI,International NGO,Save the Children - International,SCI,International NGO,Afar,Awsi /Zone 1,Adar,,ET020109,,Health,1.1.2 Provide Mobile Nutrition and Health Outreach services (MHNT) and PHC services to vulnerable population affected by humanitarian crisis and health emergencies
February,On-going,EHF,SCI,International NGO,Save the Children - International,SCI,International NGO,Afar,Awsi /Zone 1,Adar,,ET020109,,Health,"1.1.3. Provide Emergency Obstetric Care, RH and MISP services integrated into emergency health service for vulnerable population including IDPs, Refugees and Migrant population"
February,On-going,EHF,SCI,International NGO,Save the Children - International,SCI,International NGO,Afar,Awsi /Zone 1,Adar,,ET020109,,Health,"1.1.5. Conduct Vaccination campaigns for Childhood illnesses and disease of outbreak potential for vulnerable population including IDPS, Refuges and Migrant population"
February,On-going,EHF,SCI,International NGO,Save the Children - International,SCI,International NGO,Afar,Awsi /Zone 1,Adar,,ET020109,,Health,1.1.6. Support Ambulance services and emergency Patient referral systems for population affected by humanitarian crisis and health emergencies
February,On-going,EHF,SCI,International NGO,Save the Children - International,SCI,International NGO,Afar,Awsi /Zone 1,Adar,,ET020109,,Health,1.1.7. Risk Communication and Community engagement for Social and behavioral change communication (SBCC) 
February,On-going,EHF,SCI,International NGO,Save the Children - International,SCI,International NGO,Afar,Awsi /Zone 1,Adar,,ET020109,,Health,"1.2.1. Strengthen Early warning system and emergency preparedness - Disease Surveillance, Alert investigation and Verification, Outbreak Control and Response including Case management, Procurement and distribution of lab and medical supplies for managing outbreaks including Cholera kits "
February,On-going,EHF,SCI,International NGO,Save the Children - International,SCI,International NGO,Afar,Awsi /Zone 1,Adar,,ET020109,,Health,"1.2.5. Train health workers on outbreak control, Management and Response"
February,On-going,EHF,SCI,International NGO,Save the Children - International,SCI,International NGO,Afar,Kilbati /Zone2,Berahile,,ET020205,,Health,"1.1.1. Procurement, prepositioning and distribution of Emergency health and RH kits to health facilities and MNHTs in areas affected by humanitarian crisis and health emergencies"
February,On-going,EHF,SCI,International NGO,Save the Children - International,SCI,International NGO,Afar,Kilbati /Zone2,Berahile,,ET020205,,Health,1.1.2 Provide Mobile Nutrition and Health Outreach services (MHNT) and PHC services to vulnerable population affected by humanitarian crisis and health emergencies
February,On-going,EHF,SCI,International NGO,Save the Children - International,SCI,International NGO,Afar,Kilbati /Zone2,Berahile,,ET020205,,Health,"1.1.3. Provide Emergency Obstetric Care, RH and MISP services integrated into emergency health service for vulnerable population including IDPs, Refugees and Migrant population"
February,On-going,EHF,SCI,International NGO,Save the Children - International,SCI,International NGO,Afar,Kilbati /Zone2,Berahile,,ET020205,,Health,"1.1.5. Conduct Vaccination campaigns for Childhood illnesses and disease of outbreak potential for vulnerable population including IDPS, Refuges and Migrant population"
February,On-going,EHF,SCI,International NGO,Save the Children - International,SCI,International NGO,Afar,Kilbati /Zone2,Berahile,,ET020205,,Health,1.1.6. Support Ambulance services and emergency Patient referral systems for population affected by humanitarian crisis and health emergencies
February,On-going,EHF,SCI,International NGO,Save the Children - International,SCI,International NGO,Afar,Kilbati /Zone2,Berahile,,ET020205,,Health,1.1.7. Risk Communication and Community engagement for Social and behavioral change communication (SBCC) 
February,On-going,EHF,SCI,International NGO,Save the Children - International,SCI,International NGO,Afar,Kilbati /Zone2,Berahile,,ET020205,,Health,"1.2.1. Strengthen Early warning system and emergency preparedness - Disease Surveillance, Alert investigation and Verification, Outbreak Control and Response including Case management, Procurement and distribution of lab and medical supplies for managing outbreaks including Cholera kits "
February,On-going,EHF,SCI,International NGO,Save the Children - International,SCI,International NGO,Afar,Kilbati /Zone2,Berahile,,ET020205,,Health,"1.2.5. Train health workers on outbreak control, Management and Response"
February,On-going,SCI Pooled Fund,SCI,International NGO,Save the Children - International,SCI,International NGO,SNNP,Alle,Alle Special,,ET071205,,Nutrition,TSFP
February,On-going,SCI Pooled Fund,SCI,International NGO,Save the Children - International,SCI,International NGO,SNNP,Alle,Alle Special,,ET071205,,Nutrition,MAM treatment
February,On-going,SCI Pooled Fund,SCI,International NGO,Save the Children - International,SCI,International NGO,SNNP,Alle,Alle Special,,ET071205,,Nutrition,IYCF Activities
February,On-going,SCI Pooled Fund,SCI,International NGO,Save the Children - International,SCI,International NGO,SNNP,Alle,Alle Special,,ET071205,,Nutrition,SAM treatment
February,On-going,SCI Pooled Fund,SCI,International NGO,Save the Children - International,SCI,International NGO,SNNP,Alle,Alle Special,,ET071205,,Nutrition,Other
February,On-going,SCI Pooled Fund,SCI,International NGO,Save the Children - International,SCI,International NGO,SNNP,Konso,Segen Zuria,,ET071302,,Nutrition,TSFP
February,On-going,SCI Pooled Fund,SCI,International NGO,Save the Children - International,SCI,International NGO,SNNP,Konso,Segen Zuria,,ET071302,,Nutrition,MAM treatment
February,On-going,SCI Pooled Fund,SCI,International NGO,Save the Children - International,SCI,International NGO,SNNP,Konso,Segen Zuria,,ET071302,,Nutrition,IYCF Activities
February,On-going,SCI Pooled Fund,SCI,International NGO,Save the Children - International,SCI,International NGO,SNNP,Konso,Segen Zuria,,ET071302,,Nutrition,SAM treatment
February,On-going,SCI Pooled Fund,SCI,International NGO,Save the Children - International,SCI,International NGO,SNNP,Konso,Karat Zuria,,ET071303,,Nutrition,TSFP
February,On-going,SCI Pooled Fund,SCI,International NGO,Save the Children - International,SCI,International NGO,SNNP,Konso,Karat Zuria,,ET071303,,Nutrition,MAM treatment
February,On-going,SCI Pooled Fund,SCI,International NGO,Save the Children - International,SCI,International NGO,SNNP,Konso,Karat Zuria,,ET071303,,Nutrition,IYCF Activities
February,On-going,SCI Pooled Fund,SCI,International NGO,Save the Children - International,SCI,International NGO,SNNP,Konso,Karat Zuria,,ET071303,,Nutrition,SAM treatment
February,On-going,SCI Pooled Fund,SCI,International NGO,Save the Children - International,SCI,International NGO,Sidama,Sidama,Boricha,,ET160010,,Nutrition,TSFP
February,On-going,SCI Pooled Fund,SCI,International NGO,Save the Children - International,SCI,International NGO,Sidama,Sidama,Boricha,,ET160010,,Nutrition,MAM treatment
February,On-going,SCI Pooled Fund,SCI,International NGO,Save the Children - International,SCI,International NGO,Sidama,Sidama,Boricha,,ET160010,,Nutrition,IYCF Activities
February,On-going,SCI Pooled Fund,SCI,International NGO,Save the Children - International,SCI,International NGO,Sidama,Sidama,Boricha,,ET160010,,Nutrition,SAM treatment
February,On-going,SCI Pooled Fund,SCI,International NGO,Save the Children - International,SCI,International NGO,Sidama,Sidama,Bilate Zuria,,ET160032,,Nutrition,TSFP
February,On-going,SCI Pooled Fund,SCI,International NGO,Save the Children - International,SCI,International NGO,Sidama,Sidama,Bilate Zuria,,ET160032,,Nutrition,MAM treatment
February,On-going,SCI Pooled Fund,SCI,International NGO,Save the Children - International,SCI,International NGO,Sidama,Sidama,Bilate Zuria,,ET160032,,Nutrition,IYCF Activities
February,On-going,SCI Pooled Fund,SCI,International NGO,Save the Children - International,SCI,International NGO,Sidama,Sidama,Bilate Zuria,,ET160032,,Nutrition,SAM treatment
February,On-going,BHA,SCI,International NGO,Save the Children - International,SCI,International NGO,Somali,Daawa,Moyale (SM),,ET051103,,Nutrition,TSFP
February,On-going,BHA,SCI,International NGO,Save the Children - International,SCI,International NGO,Somali,Daawa,Moyale (SM),,ET051103,,Nutrition,MAM treatment
February,On-going,BHA,SCI,International NGO,Save the Children - International,SCI,International NGO,Somali,Daawa,Moyale (SM),,ET051103,,Nutrition,IYCF Activities
February,On-going,BHA,SCI,International NGO,Save the Children - International,SCI,International NGO,Somali,Daawa,Moyale (SM),,ET051103,,Nutrition,SAM treatment
February,On-going,BHA,SCI,International NGO,Save the Children - International,SCI,International NGO,Somali,Daawa,Hudet,,ET051104,,Nutrition,TSFP
February,On-going,BHA,SCI,International NGO,Save the Children - International,SCI,International NGO,Somali,Daawa,Hudet,,ET051104,,Nutrition,MAM treatment
February,On-going,BHA,SCI,International NGO,Save the Children - International,SCI,International NGO,Somali,Daawa,Hudet,,ET051104,,Nutrition,IYCF Activities
February,On-going,BHA,SCI,International NGO,Save the Children - International,SCI,International NGO,Somali,Daawa,Hudet,,ET051104,,Nutrition,SAM treatment
February,On-going,BHA,SCI,International NGO,Save the Children - International,SCI,International NGO,Somali,Daawa,Mubarek,,ET051187,,Nutrition,TSFP
February,On-going,BHA,SCI,International NGO,Save the Children - International,SCI,International NGO,Somali,Daawa,Mubarek,,ET051187,,Nutrition,MAM treatment
February,On-going,BHA,SCI,International NGO,Save the Children - International,SCI,International NGO,Somali,Daawa,Mubarek,,ET051187,,Nutrition,IYCF Activities
February,On-going,BHA,SCI,International NGO,Save the Children - International,SCI,International NGO,Somali,Daawa,Mubarek,,ET051187,,Nutrition,SAM treatment
February,On-going,BHA,SCI,International NGO,Save the Children - International,SCI,International NGO,Somali,Daawa,Qada Duma,,ET051198,,Nutrition,TSFP
February,On-going,BHA,SCI,International NGO,Save the Children - International,SCI,International NGO,Somali,Daawa,Qada Duma,,ET051198,,Nutrition,MAM treatment
February,On-going,BHA,SCI,International NGO,Save the Children - International,SCI,International NGO,Somali,Daawa,Qada Duma,,ET051198,,Nutrition,IYCF Activities
February,On-going,BHA,SCI,International NGO,Save the Children - International,SCI,International NGO,Somali,Daawa,Qada Duma,,ET051198,,Nutrition,SAM treatment
